training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.04 2, 0.44, 6, 50038.08669745922, 0.06851098281929957, 50038.15520844204
0.04 2, 0.46, 6, 50038.14876079559, 0.068576748406743, 50038.217337544
0.04 2, 0.48, 6, 50038.06114196777, 0.07189727382131805, 50038.13303924159
0.04 2, 0.5, 6, 50038.371458649635, 0.07367242335810642, 50038.44513107299
0.04 2, 0.0, 11, 50041.72287881374, 0.02857321071581098, 50041.75145202446
0.04 2, 0.02, 11, 50042.150020599365, 0.028563626940047326, 50042.178584226305
0.04 2, 0.04, 11, 50041.211768984795, 0.028915704068647186, 50041.24068468886
0.04 2, 0.06, 11, 50042.193830013275, 0.029868927708281978, 50042.22369894099
0.04 2, 0.08, 11, 50042.2777980566, 0.030612774193740644, 50042.308410830796
0.04 2, 0.1, 11, 50042.106211185455, 0.03183006592298543, 50042.138041251375
0.04 2, 0.12, 11, 50041.67541861534, 0.03412214960804538, 50041.70954076495
0.04 2, 0.14, 11, 50042.46398806572, 0.03552442135990508, 50042.49951248708
0.04 2, 0.16, 11, 50042.22668707371, 0.0389325301737794, 50042.26561960388
0.04 2, 0.18, 11, 50041.741132736206, 0.04155997820252921, 50041.782692714405
0.04 2, 0.2, 11, 50041.50748252869, 0.04367512421761632, 50041.5511576529
0.04 2, 0.22, 11, 50041.755735874176, 0.04734374941146269, 50041.80307962359
0.04 2, 0.24, 11, 50042.04049706459, 0.048671530883849456, 50042.08916859548
0.04 2, 0.26, 11, 50041.73383116722, 0.05177592906962791, 50041.78560709629
0.04 2, 0.28, 11, 50041.44906997681, 0.05488637046287681, 50041.50395634727
0.04 2, 0.3, 11, 50041.41256213188, 0.05752657811178408, 50041.47008871
0.04 2, 0.32, 11, 50041.67541861534, 0.06033523689721021, 50041.73575385224
0.04 2, 0.34, 11, 50041.70462489128, 0.06296743380913616, 50041.76759232509
0.04 2, 0.36, 11, 50042.35811531544, 0.06513737678325404, 50042.42325269222
0.04 2, 0.38, 11, 50041.70097410679, 0.06734339074465956, 50041.76831749753
0.04 2, 0.4, 11, 50041.83605313301, 0.06963549550159553, 50041.90568862851
0.04 2, 0.42, 11, 50041.92002117634, 0.07300983040860287, 50041.99303100675
0.04 2, 0.44, 11, 50041.71922802925, 0.07385841119535264, 50041.79308644045
0.04 2, 0.46, 11, 50041.32494330406, 0.07763904050816373, 50041.40258234457
0.04 2, 0.48, 11, 50042.01494157314, 0.07857482086515921, 50042.09351639401
0.04 2, 0.5, 11, 50041.679069399834, 0.0812957197022135, 50041.76036511954
0.04 2, 0.0, 26, 49951.5375494957, 0.02773135127562909, 49951.565280846975
0.04 2, 0.02, 26, 49951.36231184006, 0.027779972145220433, 49951.3900918122
0.04 2, 0.04, 26, 49951.17247104645, 0.028139126096907163, 49951.20061017254
0.04 2, 0.06, 26, 49951.037392020226, 0.02879313121634497, 49951.066185151445
0.04 2, 0.08, 26, 49951.373264193535, 0.029971753708428195, 49951.40323594724
0.04 2, 0.1, 26, 49952.33342051506, 0.031553037329796196, 49952.36497355239
0.04 2, 0.12, 26, 49951.35135948658, 0.03311682267260507, 49951.38447630925
0.04 2, 0.14, 26, 49951.460883021355, 0.03570575803159315, 49951.49658877939
0.04 2, 0.16, 26, 49951.59961283207, 0.038205991145121354, 49951.63781882321
0.04 2, 0.18, 26, 49951.723739504814, 0.040343492292203575, 49951.764082997106
0.04 2, 0.2, 26, 49951.037392020226, 0.042871755137846246, 49951.080263775366
0.04 2, 0.22, 26, 49951.36961340904, 0.045217996348644096, 49951.41483140539
0.04 2, 0.24, 26, 49951.1943757534, 0.04747709536820588, 49951.24185284877
0.04 2, 0.26, 26, 49951.961040496826, 0.04971777032657476, 49952.010758267155
0.04 2, 0.28, 26, 49951.577708125114, 0.05350404928212793, 49951.6312121744
0.04 2, 0.3, 26, 49950.88040828705, 0.05667874129645034, 49950.937087028346
0.04 2, 0.32, 26, 49951.28929615021, 0.05923179611777152, 49951.34852794633
0.04 2, 0.34, 26, 49951.694533228874, 0.06150368771355552, 49951.75603691659
0.04 2, 0.36, 26, 49951.71643793583, 0.06433527410303275, 49951.78077320993
0.04 2, 0.38, 26, 49951.913580298424, 0.06440828523387687, 49951.977988583654
0.04 2, 0.4, 26, 49951.70183479786, 0.07020242123343101, 49951.772037219096
0.04 2, 0.42, 26, 49950.789138674736, 0.07024245060428591, 49950.85938112534
0.04 2, 0.44, 26, 49951.928183436394, 0.07036192050894663, 49951.9985453569
0.04 2, 0.46, 26, 49951.63977146149, 0.07354763407590181, 49951.713319095565
0.04 2, 0.48, 26, 49951.855167746544, 0.07662275883271541, 49951.931790505376
0.04 2, 0.5, 26, 49951.139613986015, 0.08020311189146945, 49951.21981709791
0.04 2, 0.0, final, 49951.85881853104, 0.027925052462637878, 49951.8867435835
0.04 2, 0.02, final, 49952.26040482521, 0.027990637874793278, 49952.28839546309
0.04 2, 0.04, final, 49951.92088186741, 0.028498084617454844, 49951.94937995203
0.04 2, 0.06, final, 49951.81500911713, 0.02910551494785696, 49951.84411463208
0.04 2, 0.08, final, 49951.709136366844, 0.030313788713089318, 49951.739450155554
0.04 2, 0.1, final, 49952.4100869894, 0.03160308562230141, 49952.44169007502
0.04 2, 0.12, final, 49951.70548558235, 0.03363255270703869, 49951.73911813506
0.04 2, 0.14, final, 49952.16183364391, 0.03561705670640303, 49952.197450700616
0.04 2, 0.16, final, 49951.59596204758, 0.03815761132703466, 49951.634119658906
0.04 2, 0.18, final, 49951.88072323799, 0.041204031449960765, 49951.92192726944
0.04 2, 0.2, final, 49951.15786790848, 0.043123155642006084, 49951.20099106412
0.04 2, 0.22, final, 49952.18373835087, 0.04555199193715698, 49952.2292903428
0.04 2, 0.24, final, 49951.490089297295, 0.048110666689865966, 49951.53819996399
0.04 2, 0.26, final, 49952.442944049835, 0.049883309820498156, 49952.49282735965
0.04 2, 0.28, final, 49952.004849910736, 0.052767293878321686, 49952.05761720461
0.04 2, 0.3, final, 49952.03040540218, 0.05771409199766031, 49952.08811949418
0.04 2, 0.32, final, 49952.20199227333, 0.060498261869297854, 49952.2624905352
0.04 2, 0.34, final, 49951.650723814964, 0.05950209386101568, 49951.71022590883
0.04 2, 0.36, final, 49952.42103934288, 0.06437547256915044, 49952.48541481545
0.04 2, 0.38, final, 49952.165484428406, 0.06431367623332551, 49952.229798104636
0.04 2, 0.4, final, 49951.917231082916, 0.06822551848410263, 49951.985456601404
0.04 2, 0.42, final, 49951.98294520378, 0.07050074289744712, 49952.05344594668
0.04 2, 0.44, final, 49951.77119970322, 0.07361035868734545, 49951.844810061906
0.04 2, 0.46, final, 49952.05961167812, 0.07353553848266636, 49952.133147216606
0.04 2, 0.48, final, 49952.23484933376, 0.07781725481917745, 49952.31266658858
0.04 2, 0.5, final, 49952.399134635925, 0.07936295203743793, 49952.47849758796
0.06 0, 0.0, 0, 743220.6320762634, 83876152.9874647, 84619373.61954096
0.06 0, 0.02, 0, 743314.7931098938, 83928629.2193324, 84671944.01244229
0.06 0, 0.04, 0, 743453.3476829529, 83981349.25323942, 84724802.60092238
0.06 0, 0.06, 0, 743579.3435573578, 84035476.67903337, 84779056.02259073
0.06 0, 0.08, 0, 743703.4702301025, 84085786.61516166, 84829490.08539176
0.06 0, 0.1, 0, 743996.7012405396, 84186352.57326084, 84930349.27450138
0.06 0, 0.12, 0, 744180.3503036499, 84265592.89743581, 85009773.24773946
0.06 0, 0.14, 0, 744395.8926200867, 84348894.12072447, 85093290.01334456
0.06 0, 0.16, 0, 744551.5620708466, 84421131.94286352, 85165683.50493437
0.06 0, 0.18, 0, 744870.7866668701, 84531232.17100859, 85276102.95767546
0.06 0, 0.2, 0, 744962.6111984253, 84581666.58566499, 85326629.19686341
0.06 0, 0.22, 0, 745230.6079864502, 84673656.5014129, 85418887.10939935
0.06 0, 0.24, 0, 745431.3135147095, 84752952.67658071, 85498383.99009542
0.06 0, 0.26, 0, 745659.1808795929, 84867861.8368575, 85613521.01773709
0.06 0, 0.28, 0, 745864.851474762, 84946168.34869687, 85692033.20017163
0.06 0, 0.3, 0, 746044.2364215851, 85034263.84929621, 85780308.0857178
0.06 0, 0.32, 0, 746207.2658538818, 85103667.36641434, 85849874.63226822
0.06 0, 0.34, 0, 746566.6782855988, 85246691.96179986, 85993258.64008546
0.06 0, 0.36, 0, 746713.1185531616, 85289954.46219455, 86036667.58074771
0.06 0, 0.38, 0, 746845.5398082733, 85337298.75435002, 86084144.2941583
0.06 0, 0.4, 0, 747154.483795166, 85486455.83012989, 86233610.31392506
0.06 0, 0.42, 0, 747447.7732181549, 85573967.4420763, 86321415.21529445
0.06 0, 0.44, 0, 747649.7638225555, 85662699.65578483, 86410349.41960739
0.06 0, 0.46, 0, 747460.390329361, 85587255.2110593, 86334715.60138866
0.06 0, 0.48, 0, 748107.4845790863, 85813808.93710218, 86561916.42168127
0.06 0, 0.5, 0, 747896.089553833, 85751624.26995635, 86499520.35951018
0.06 0, 0.0, 1, 50739.008113741875, 0.044118215312218934, 50739.05223195719
0.06 0, 0.02, 1, 50738.16478252411, 0.04417612759123968, 50738.2089586517
0.06 0, 0.04, 1, 50737.30684816837, 0.04449146979469332, 50737.35133963817
0.06 0, 0.06, 1, 50737.74129152298, 0.04572052033243523, 50737.787012043314
0.06 0, 0.08, 1, 50738.274306058884, 0.04677077490591486, 50738.32107683379
0.06 0, 0.1, 1, 50738.3144646883, 0.04878826530054259, 50738.363252953604
0.06 0, 0.12, 1, 50737.37256228924, 0.05127184920372796, 50737.42383413844
0.06 0, 0.14, 1, 50738.47874999046, 0.05365194960853048, 50738.53240194007
0.06 0, 0.16, 1, 50737.93113231659, 0.057490610918721985, 50737.98862292751
0.06 0, 0.18, 1, 50738.13557624817, 0.05996499397717214, 50738.195541242145
0.06 0, 0.2, 1, 50738.38748037815, 0.06436776562707336, 50738.45184814378
0.06 0, 0.22, 1, 50738.19398880005, 0.06588809352176428, 50738.25987689357
0.06 0, 0.24, 1, 50737.427324056625, 0.07047981334419062, 50737.49780386997
0.06 0, 0.26, 1, 50737.3433560133, 0.07554878070314563, 50737.418904794
0.06 0, 0.28, 1, 50737.90557682514, 0.07792387463333916, 50737.983500699775
0.06 0, 0.3, 1, 50737.69748210907, 0.08019736843185876, 50737.7776794775
0.06 0, 0.32, 1, 50737.96398937702, 0.08502805442447836, 50738.04901743145
0.06 0, 0.34, 1, 50737.67922818661, 0.08394284186967504, 50737.76317102848
0.06 0, 0.36, 1, 50736.98192834854, 0.09212351423496734, 50737.07405186278
0.06 0, 0.38, 1, 50738.460496068, 0.09209778689396841, 50738.552593854896
0.06 0, 0.4, 1, 50738.41668665409, 0.09492900925782821, 50738.51161566335
0.06 0, 0.42, 1, 50737.70113289356, 0.09746978837637099, 50737.79860268194
0.06 0, 0.44, 1, 50737.68652975559, 0.10021419992402825, 50737.78674395552
0.06 0, 0.46, 1, 50737.45287954807, 0.10610397692617757, 50737.558983525
0.06 0, 0.48, 1, 50737.83256113529, 0.10881766848933816, 50737.94137880378
0.06 0, 0.5, 1, 50738.686844706535, 0.10899695960722833, 50738.79584166614
0.06 0, 0.0, 2, 50040.02161324024, 0.03928994944085862, 50040.06090318968
0.06 0, 0.02, 2, 50040.52177071571, 0.0393266084539986, 50040.56109732417
0.06 0, 0.04, 2, 50039.98510539532, 0.03966097910543831, 50040.02476637442
0.06 0, 0.06, 2, 50041.007325053215, 0.041148312908260376, 50041.04847336612
0.06 0, 0.08, 2, 50040.60208797455, 0.04236533560558642, 50040.64445331015
0.06 0, 0.1, 2, 50039.96320068836, 0.04397831575655231, 50040.00717900412
0.06 0, 0.12, 2, 50040.88684916496, 0.04704239376817487, 50040.93389155873
0.06 0, 0.14, 2, 50040.28081893921, 0.04950533150725911, 50040.33032427072
0.06 0, 0.16, 2, 50040.97446799278, 0.053539121215176344, 50041.028007114
0.06 0, 0.18, 2, 50040.346533060074, 0.05643283644753205, 50040.40296589652
0.06 0, 0.2, 2, 50040.63859581947, 0.05973938302684467, 50040.6983352025
0.06 0, 0.22, 2, 50040.67875444889, 0.06386245475012509, 50040.74261690364
0.06 0, 0.24, 2, 50040.09462893009, 0.0651596843983212, 50040.15978861449
0.06 0, 0.26, 2, 50040.4779613018, 0.0712086136753779, 50040.54916991548
0.06 0, 0.28, 2, 50040.25161266327, 0.073796247715885, 50040.32540891098
0.06 0, 0.3, 2, 50040.700659155846, 0.07601755027775337, 50040.776676706126
0.06 0, 0.32, 2, 50040.44510424137, 0.07951803253580969, 50040.52462227391
0.06 0, 0.34, 2, 50040.67875444889, 0.08267832873821623, 50040.76143277763
0.06 0, 0.36, 2, 50040.390342473984, 0.08575985784931428, 50040.476102331835
0.06 0, 0.38, 2, 50040.00335931778, 0.08908290226375482, 50040.09244222004
0.06 0, 0.4, 2, 50040.54732620716, 0.09217380981603684, 50040.63950001698
0.06 0, 0.42, 2, 50040.58018326759, 0.09458156398287854, 50040.67476483158
0.06 0, 0.44, 2, 50040.302723646164, 0.09832561412143592, 50040.40104926028
0.06 0, 0.46, 2, 50040.91240465641, 0.1011693675557066, 50041.013574023964
0.06 0, 0.48, 2, 50040.9671664238, 0.1038151160748495, 50041.07098153987
0.06 0, 0.5, 2, 50040.09462893009, 0.10282305967765115, 50040.19745198977
0.06 0, 0.0, 6, 50037.3200327158, 0.039128423058117034, 50037.359161138855
0.06 0, 0.02, 6, 50036.980509757996, 0.0392696566289743, 50037.01977941462
0.06 0, 0.04, 6, 50036.878287792206, 0.03989733051748623, 50036.918185122726
0.06 0, 0.06, 6, 50037.11558878422, 0.04073204416259735, 50037.15632082838
0.06 0, 0.08, 6, 50037.301778793335, 0.04226038723916625, 50037.34403918057
0.06 0, 0.1, 6, 50036.834478378296, 0.04468017927742718, 50036.879158557575
0.06 0, 0.12, 6, 50037.170350551605, 0.04705272810236982, 50037.217403279705
0.06 0, 0.14, 6, 50037.09368407726, 0.05022428717435967, 50037.143908364436
0.06 0, 0.16, 6, 50037.272572517395, 0.05200142812063335, 50037.324573945516
0.06 0, 0.18, 6, 50036.63368523121, 0.05603610974759898, 50036.689721340954
0.06 0, 0.2, 6, 50037.05717623234, 0.05909660188096266, 50037.11627283422
0.06 0, 0.22, 6, 50037.009716033936, 0.06299116437430463, 50037.07270719831
0.06 0, 0.24, 6, 50037.37844526768, 0.0672136172431047, 50037.44565888492
0.06 0, 0.26, 6, 50036.77971661091, 0.06931307696350131, 50036.84902968787
0.06 0, 0.28, 6, 50037.1228903532, 0.07354821460351746, 50037.19643856781
0.06 0, 0.3, 6, 50037.27987408638, 0.07659943066438912, 50037.356473517044
0.06 0, 0.32, 6, 50036.553367972374, 0.07844355964375127, 50036.63181153202
0.06 0, 0.34, 6, 50037.389397621155, 0.08187861170874133, 50037.47127623286
0.06 0, 0.36, 6, 50036.538764834404, 0.08561838850910808, 50036.624383222916
0.06 0, 0.38, 6, 50037.48431801796, 0.08921896497542758, 50037.573536982934
0.06 0, 0.4, 6, 50036.99876368046, 0.0902298571262713, 50037.08899353758
0.06 0, 0.42, 6, 50037.01336681843, 0.09712948456197279, 50037.11049630299
0.06 0, 0.44, 6, 50036.922097206116, 0.09594304961653888, 50037.01804025573
0.06 0, 0.46, 6, 50036.86733543873, 0.09996869974411493, 50036.967304138474
0.06 0, 0.48, 6, 50036.805272102356, 0.10196406813951375, 50036.9072361705
0.06 0, 0.5, 6, 50037.5135242939, 0.10733201870031361, 50037.6208563126
0.06 0, 0.0, 11, 50040.58748483658, 0.03958078776810092, 50040.62706562434
0.06 0, 0.02, 11, 50040.98907113075, 0.03966313222856466, 50041.02873426298
0.06 0, 0.04, 11, 50041.21541976929, 0.04020441152116194, 50041.255624180805
0.06 0, 0.06, 11, 50040.978118777275, 0.041397318395883564, 50041.01951609567
0.06 0, 0.08, 11, 50041.08399152756, 0.04243170131961338, 50041.126423228874
0.06 0, 0.1, 11, 50041.13510251045, 0.044936791058575176, 50041.18003930151
0.06 0, 0.12, 11, 50040.32462835312, 0.04665249800638582, 50040.371280851126
0.06 0, 0.14, 11, 50041.226372122765, 0.04933054083272459, 50041.275702663595
0.06 0, 0.16, 11, 50041.17161035538, 0.05308069894990042, 50041.224691054325
0.06 0, 0.18, 11, 50041.5001809597, 0.05619849076310357, 50041.55637945046
0.06 0, 0.2, 11, 50041.37605428696, 0.058924180548393434, 50041.43497846751
0.06 0, 0.22, 11, 50041.58049821854, 0.0629613178314995, 50041.64345953637
0.06 0, 0.24, 11, 50041.15700721741, 0.06864595825941944, 50041.225653175665
0.06 0, 0.26, 11, 50040.88319838047, 0.07120384133009028, 50040.9544022218
0.06 0, 0.28, 11, 50040.95256328583, 0.0724127262962857, 50041.02497601212
0.06 0, 0.3, 11, 50041.16430878639, 0.07619009776935015, 50041.24049888416
0.06 0, 0.32, 11, 50041.04018211365, 0.07955429675861114, 50041.11973641041
0.06 0, 0.34, 11, 50040.98542034626, 0.08135854969025558, 50041.06677889595
0.06 0, 0.36, 11, 50041.343197226524, 0.0835915678117799, 50041.426788794335
0.06 0, 0.38, 11, 50040.91240465641, 0.0869975665954027, 50040.999402223
0.06 0, 0.4, 11, 50040.95621407032, 0.093674933247329, 50041.04988900357
0.06 0, 0.42, 11, 50041.14240407944, 0.0967757184504715, 50041.239179797885
0.06 0, 0.44, 11, 50041.17161035538, 0.09683091723262904, 50041.26844127261
0.06 0, 0.46, 11, 50040.76637327671, 0.09959827736326987, 50040.86597155407
0.06 0, 0.48, 11, 50040.97446799278, 0.10242545488781762, 50041.07689344767
0.06 0, 0.5, 11, 50040.82478582859, 0.1070165755007495, 50040.93180240409
0.06 0, 0.0, 26, 49951.022788882256, 0.03967373727803625, 49951.062462619535
0.06 0, 0.02, 26, 49950.95707476139, 0.039844884839235095, 49950.99691964623
0.06 0, 0.04, 26, 49951.796755194664, 0.0401557942090075, 49951.83691098887
0.06 0, 0.06, 26, 49951.73469185829, 0.04135271226971471, 49951.776044570564
0.06 0, 0.08, 26, 49951.41342282295, 0.04314342783910541, 49951.45656625079
0.06 0, 0.1, 26, 49951.46818459034, 0.04553105800150148, 49951.51371564834
0.06 0, 0.12, 26, 49951.93548500538, 0.047678091582361914, 49951.983163096964
0.06 0, 0.14, 26, 49951.86246931553, 0.0504574900425675, 49951.91292680557
0.06 0, 0.16, 26, 49952.37357914448, 0.0524245488758901, 49952.426003693356
0.06 0, 0.18, 26, 49952.32246816158, 0.05671312635863801, 49952.37918128794
0.06 0, 0.2, 26, 49951.917231082916, 0.06014543810741635, 49951.97737652103
0.06 0, 0.22, 26, 49951.77119970322, 0.06413533380168113, 49951.835335037016
0.06 0, 0.24, 26, 49952.413737773895, 0.06800577342457981, 49952.48174354732
0.06 0, 0.26, 26, 49951.50834321976, 0.07086986681770413, 49951.579213086574
0.06 0, 0.28, 26, 49951.78580284119, 0.07337398005550111, 49951.85917682124
0.06 0, 0.3, 26, 49952.15453207493, 0.07832388219411546, 49952.232855957125
0.06 0, 0.32, 26, 49952.22754776478, 0.08097240949500095, 49952.30852017427
0.06 0, 0.34, 26, 49951.85151696205, 0.08381013445197238, 49951.9353270965
0.06 0, 0.36, 26, 49951.990246772766, 0.0865952605657817, 49952.07684203333
0.06 0, 0.38, 26, 49952.063262462616, 0.08873180759396626, 49952.15199427021
0.06 0, 0.4, 26, 49952.32976973057, 0.09469639440182909, 49952.42446612497
0.06 0, 0.42, 26, 49952.20199227333, 0.09481056110874508, 49952.29680283444
0.06 0, 0.44, 26, 49951.74199342728, 0.09698005476022575, 49951.83897348204
0.06 0, 0.46, 26, 49951.88072323799, 0.10705080879102735, 49951.987774046785
0.06 0, 0.48, 26, 49951.738342642784, 0.10354591848216987, 49951.84188856126
0.06 0, 0.5, 26, 49952.05961167812, 0.10755555230070557, 49952.16716723042
0.06 0, 0.0, final, 49951.99754834175, 0.0397638235299661, 49952.03731216528
0.06 0, 0.02, final, 49952.94310152531, 0.039846434916767204, 49952.98294796023
0.06 0, 0.04, final, 49952.37722992897, 0.040562649927816996, 49952.4177925789
0.06 0, 0.06, final, 49952.28961110115, 0.04142463900699733, 49952.33103574016
0.06 0, 0.08, final, 49952.12532579899, 0.04287916640911016, 49952.1682049654
0.06 0, 0.1, final, 49952.52691209316, 0.04542074013348141, 49952.5723328333
0.06 0, 0.12, final, 49952.63643562794, 0.04716256120789253, 49952.68359818914
0.06 0, 0.14, final, 49952.43929326534, 0.05001151171854512, 49952.48930477706
0.06 0, 0.16, final, 49951.592311263084, 0.054069087314870035, 49951.6463803504
0.06 0, 0.18, final, 49952.70945131779, 0.056585040745302684, 49952.76603635853
0.06 0, 0.2, final, 49952.25675404072, 0.059388629286557526, 49952.31614267
0.06 0, 0.22, final, 49951.85151696205, 0.0631619140003522, 49951.91467887605
0.06 0, 0.24, final, 49952.866435050964, 0.06635071005782567, 49952.93278576102
0.06 0, 0.26, final, 49952.24945247173, 0.07065840167689708, 49952.32011087341
0.06 0, 0.28, final, 49952.90659368038, 0.07402953492934405, 49952.98062321531
0.06 0, 0.3, final, 49953.085482120514, 0.07835255123851115, 49953.16383467175
0.06 0, 0.32, final, 49952.55246758461, 0.08089155310155005, 49952.63335913771
0.06 0, 0.34, final, 49953.216910362244, 0.08496003419762077, 49953.30187039644
0.06 0, 0.36, final, 49952.63643562794, 0.0851470237141253, 49952.721582651655
0.06 0, 0.38, final, 49952.43199169636, 0.09033224127583162, 49952.522323937636
0.06 0, 0.4, final, 49952.077865600586, 0.0917978511842461, 49952.16966345177
