training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.22 0, 0.12, 2, 50040.598437190056, 0.03392079390343672, 50040.63235798396
0.22 0, 0.14, 2, 50041.299387812614, 0.034755983643176225, 50041.33414379626
0.22 0, 0.16, 2, 50040.467008948326, 0.03660390876639852, 50040.503612857094
0.22 0, 0.18, 2, 50040.85034132004, 0.03818011414413902, 50040.88852143418
0.22 0, 0.2, 2, 50040.467008948326, 0.04007027552478104, 50040.50707922385
0.22 0, 0.22, 2, 50040.7225638628, 0.04085959520231286, 50040.763423458004
0.22 0, 0.24, 2, 50041.46732389927, 0.04270366293526984, 50041.5100275622
0.22 0, 0.26, 2, 50041.39065742493, 0.04269874603583346, 50041.433356170965
0.22 0, 0.28, 2, 50041.109547019005, 0.044231171084859855, 50041.15377819009
0.22 0, 0.3, 2, 50040.20780324936, 0.0466435376772385, 50040.25444678704
0.22 0, 0.32, 2, 50041.460022330284, 0.04753594819338869, 50041.50755827848
0.22 0, 0.34, 2, 50040.61669111252, 0.050194317226256446, 50040.666885429746
0.22 0, 0.36, 2, 50040.4305011034, 0.051362642904336786, 50040.4818637463
0.22 0, 0.38, 2, 50039.95954990387, 0.05179251522295991, 50040.01134241909
0.22 0, 0.4, 2, 50040.97081720829, 0.05360868763202076, 50041.02442589592
0.22 0, 0.42, 2, 50040.58748483658, 0.05455697455388131, 50040.64204181113
0.22 0, 0.44, 2, 50040.10558128357, 0.056721190998974436, 50040.16230247457
0.22 0, 0.46, 2, 50041.343197226524, 0.0578446039209094, 50041.401041830446
0.22 0, 0.48, 2, 50041.29573702812, 0.05878225526736658, 50041.35451928339
0.22 0, 0.5, 2, 50041.19351506233, 0.0608062606186196, 50041.25432132295
0.22 0, 0.0, 6, 50035.93638539314, 0.042107634287160356, 50035.97849302743
0.22 0, 0.02, 6, 50037.506222724915, 0.0390041853999018, 50037.54522691031
0.22 0, 0.04, 6, 50036.6373360157, 0.03723125069189415, 50036.6745672664
0.22 0, 0.06, 6, 50037.18130290508, 0.035840999879608426, 50037.21714390496
0.22 0, 0.08, 6, 50037.16304898262, 0.03525259039000861, 50037.19830157301
0.22 0, 0.1, 6, 50037.25066781044, 0.03495895608307786, 50037.28562676653
0.22 0, 0.12, 6, 50036.9768589735, 0.03571882515243863, 50037.012577798654
0.22 0, 0.14, 6, 50036.87463700771, 0.03625905365288873, 50036.91089606137
0.22 0, 0.16, 6, 50036.761462688446, 0.03721662775650891, 50036.798679316205
0.22 0, 0.18, 6, 50036.5424156189, 0.03901727650542519, 50036.5814328954
0.22 0, 0.2, 6, 50037.19590604305, 0.04089470581733512, 50037.23680074887
0.22 0, 0.22, 6, 50036.8308275938, 0.04179077708322565, 50036.872618370886
0.22 0, 0.24, 6, 50037.21781075001, 0.04389815715310874, 50037.26170890716
0.22 0, 0.26, 6, 50037.608444690704, 0.04485981102034131, 50037.65330450173
0.22 0, 0.28, 6, 50037.61574625969, 0.045322994099394553, 50037.66106925379
0.22 0, 0.3, 6, 50037.01701760292, 0.04569530691793389, 50037.062712909836
0.22 0, 0.32, 6, 50037.67050802708, 0.04897330313390258, 50037.71948133021
0.22 0, 0.34, 6, 50037.64495253563, 0.04911982419073979, 50037.69407235982
0.22 0, 0.36, 6, 50037.3674929142, 0.05018423591604404, 50037.417677150115
0.22 0, 0.38, 6, 50036.378130316734, 0.05241166837986766, 50036.430541985115
0.22 0, 0.4, 6, 50036.98416054249, 0.05327046719045425, 50037.03743100968
0.22 0, 0.42, 6, 50037.34193742275, 0.055388102837486186, 50037.39732552559
0.22 0, 0.44, 6, 50037.447810173035, 0.05715698526664437, 50037.504967158304
0.22 0, 0.46, 6, 50037.32733428478, 0.05863862030250888, 50037.38597290508
0.22 0, 0.48, 6, 50036.88558936119, 0.058752816809027775, 50036.944342178
0.22 0, 0.5, 6, 50037.053525447845, 0.06026320919237904, 50037.113788657036
0.22 0, 0.0, 11, 50039.87193107605, 0.04605191770472805, 50039.91798299376
0.22 0, 0.02, 11, 50040.79192876816, 0.04276473827141325, 50040.83469350643
0.22 0, 0.04, 11, 50039.91208970547, 0.040432274672460466, 50039.952521980136
0.22 0, 0.06, 11, 50039.71129655838, 0.03866750186364187, 50039.74996406025
0.22 0, 0.08, 11, 50040.53272306919, 0.037785227186745596, 50040.570508296376
0.22 0, 0.1, 11, 50040.7225638628, 0.037755594918575386, 50040.76031945772
0.22 0, 0.12, 11, 50040.02161324024, 0.03811516540073856, 50040.05972840564
0.22 0, 0.14, 11, 50040.4305011034, 0.03918404411636156, 50040.46968514752
0.22 0, 0.16, 11, 50039.9449467659, 0.04031691972490281, 50039.98526368562
0.22 0, 0.18, 11, 50040.112882852554, 0.040709144975219824, 50040.15359199753
0.22 0, 0.2, 11, 50039.67843949795, 0.04240003089186872, 50039.72083952884
0.22 0, 0.22, 11, 50040.32827913761, 0.04559844339826402, 50040.37387758101
0.22 0, 0.24, 11, 50040.583834052086, 0.04491371436962255, 50040.62874776646
0.22 0, 0.26, 11, 50039.87558186054, 0.046060776231988676, 50039.92164263677
0.22 0, 0.28, 11, 50040.02161324024, 0.04845276328462067, 50040.07006600353
0.22 0, 0.3, 11, 50040.10558128357, 0.04909165315028552, 50040.15467293672
0.22 0, 0.32, 11, 50040.26986658573, 0.05104945601075628, 50040.32091604174
0.22 0, 0.34, 11, 50040.127485990524, 0.051399094025887826, 50040.17888508455
0.22 0, 0.36, 11, 50039.43748772144, 0.05294185043692934, 50039.49042957188
0.22 0, 0.38, 11, 50040.24796187878, 0.05417344264072421, 50040.30213532142
0.22 0, 0.4, 11, 50040.11653363705, 0.05474095532468992, 50040.17127459237
0.22 0, 0.42, 11, 50039.9449467659, 0.05685429449873458, 50040.001801060396
0.22 0, 0.44, 11, 50040.73716700077, 0.05744318915997382, 50040.79461018993
0.22 0, 0.46, 11, 50039.88288342953, 0.059512850569874765, 50039.942396280094
0.22 0, 0.48, 11, 50040.51811993122, 0.061695219976154236, 50040.5798151512
0.22 0, 0.5, 11, 50039.40463066101, 0.062367947577322336, 50039.46699860859
0.22 0, 0.0, 26, 49951.41342282295, 0.04676683983850072, 49951.460189662794
0.22 0, 0.02, 26, 49951.358661055565, 0.04338313762661028, 49951.40204419319
0.22 0, 0.04, 26, 49951.46818459034, 0.04091030682853747, 49951.50909489717
0.22 0, 0.06, 26, 49951.26374065876, 0.039644090932753895, 49951.30338474969
0.22 0, 0.08, 26, 49951.081201434135, 0.03821712187533166, 49951.11941855601
0.22 0, 0.1, 26, 49951.592311263084, 0.03856447819138875, 49951.63087574128
0.22 0, 0.12, 26, 49951.30389928818, 0.03826375377688784, 49951.342163041954
0.22 0, 0.14, 26, 49951.6324698925, 0.03995197071900203, 49951.67242186322
0.22 0, 0.16, 26, 49951.256439089775, 0.04072270694966851, 49951.29716179673
0.22 0, 0.18, 26, 49951.23088359833, 0.04121224992339989, 49951.27209584825
0.22 0, 0.2, 26, 49951.898977160454, 0.042980164403737975, 49951.94195732486
0.22 0, 0.22, 26, 49951.74929499626, 0.04403286622196312, 49951.793327862484
0.22 0, 0.24, 26, 49951.17977261543, 0.04626407031314239, 49951.226036685744
0.22 0, 0.26, 26, 49951.15056633949, 0.046735869450908685, 49951.197302208944
0.22 0, 0.28, 26, 49951.548501849174, 0.049646448853405856, 49951.59814829803
0.22 0, 0.3, 26, 49951.31850242615, 0.05134424807996418, 49951.36984667423
0.22 0, 0.32, 26, 49951.83691382408, 0.05174627418266475, 49951.888660098266
0.22 0, 0.34, 26, 49950.876757502556, 0.05201129882571531, 49950.92876880138
0.22 0, 0.36, 26, 49951.34770870209, 0.05405999977477649, 49951.401768701864
0.22 0, 0.38, 26, 49950.51167905331, 0.0554767970071951, 49950.567155850316
0.22 0, 0.4, 26, 49951.241835951805, 0.05713469599379173, 49951.2989706478
0.22 0, 0.42, 26, 49951.78580284119, 0.0586400049113307, 49951.8444428461
0.22 0, 0.44, 26, 49952.13262736797, 0.0595451285514208, 49952.19217249652
0.22 0, 0.46, 26, 49951.11770927906, 0.06163844371488891, 49951.17934772278
0.22 0, 0.48, 26, 49951.63977146149, 0.06159684434934465, 49951.70136830584
0.22 0, 0.5, 26, 49951.65437459946, 0.06274253156386811, 49951.71711713102
0.22 0, 0.0, final, 49951.71643793583, 0.0472009041336382, 49951.76363883996
0.22 0, 0.02, final, 49951.90992951393, 0.043728430989423916, 49951.95365794492
0.22 0, 0.04, final, 49952.03040540218, 0.04139052553502298, 49952.07179592772
0.22 0, 0.06, final, 49951.694533228874, 0.03971713045778347, 49951.73425035933
0.22 0, 0.08, final, 49952.38088071346, 0.03846106277993866, 49952.41934177624
0.22 0, 0.1, final, 49951.782152056694, 0.03840429923305477, 49951.820556355924
0.22 0, 0.12, final, 49952.43199169636, 0.03920668257980375, 49952.47119837894
0.22 0, 0.14, final, 49951.61786675453, 0.03943744218732903, 49951.65730419672
0.22 0, 0.16, final, 49953.12564074993, 0.04071521455183846, 49953.16635596448
0.22 0, 0.18, final, 49952.30056345463, 0.043124653469394536, 49952.3436881081
0.22 0, 0.2, final, 49952.05961167812, 0.04392638460372866, 49952.10353806273
0.22 0, 0.22, final, 49952.5086581707, 0.04519173740477189, 49952.5538499081
0.22 0, 0.24, final, 49953.01611721516, 0.04572321264878232, 49953.06184042781
0.22 0, 0.26, final, 49952.64008641243, 0.04767181378277807, 49952.68775822621
0.22 0, 0.28, final, 49952.73135602474, 0.04786598109219409, 49952.77922200583
0.22 0, 0.3, final, 49951.80405676365, 0.050085425213991286, 49951.854142188866
0.22 0, 0.32, final, 49952.67294347286, 0.05294645192938907, 49952.72588992479
0.22 0, 0.34, final, 49952.41738855839, 0.05335455844328141, 49952.47074311683
0.22 0, 0.36, final, 49952.08516716957, 0.054702737731604945, 49952.1398699073
0.22 0, 0.38, final, 49952.85913348198, 0.057002777592196296, 49952.91613625957
0.22 0, 0.4, final, 49952.5086581707, 0.056539825412103784, 49952.56519799611
0.22 0, 0.42, final, 49952.5086581707, 0.0588673585078493, 49952.56752552921
0.22 0, 0.44, final, 49952.92119681835, 0.05955526795144683, 49952.9807520863
0.22 0, 0.46, final, 49951.95008814335, 0.0608194941978637, 49952.010907637545
0.22 0, 0.48, final, 49951.95373892784, 0.06184363076786803, 49952.01558255861
0.22 0, 0.5, final, 49952.749609947205, 0.06397522912810072, 49952.81358517633
0.22 1, 0.0, 0, 533249.5296001434, 53730273.54022643, 54263523.06982657
0.22 1, 0.02, 0, 533759.1207027435, 53856796.10390216, 54390555.224604905
0.22 1, 0.04, 0, 534313.2221698761, 53986919.85400304, 54521233.07617292
0.22 1, 0.06, 0, 534799.3314266205, 54118110.74501846, 54652910.07644508
0.22 1, 0.08, 0, 535281.994342804, 54260185.32042237, 54795467.31476518
0.22 1, 0.1, 0, 535884.519815445, 54403894.05340822, 54939778.573223665
0.22 1, 0.12, 0, 536453.7501335144, 54552390.29493187, 55088844.04506539
0.22 1, 0.14, 0, 537069.8273181915, 54701423.70181434, 55238493.52913253
0.22 1, 0.16, 0, 537681.9324493408, 54868168.60300545, 55405850.53545479
0.22 1, 0.18, 0, 538333.2324028015, 55037795.31170188, 55576128.54410468
0.22 1, 0.2, 0, 538827.9867172241, 55160731.588429615, 55699559.57514684
0.22 1, 0.22, 0, 539588.5765552521, 55357805.27491435, 55897393.8514696
0.22 1, 0.24, 0, 540196.008682251, 55517098.89805788, 56057294.90674013
0.22 1, 0.26, 0, 540756.4187049866, 55657656.569500454, 56198412.98820544
0.22 1, 0.28, 0, 541462.3928070068, 55830293.67706047, 56371756.06986748
0.22 1, 0.3, 0, 541913.2208824158, 55954940.833565325, 56496854.05444774
0.22 1, 0.32, 0, 542601.1455059052, 56129386.09964622, 56671987.24515212
0.22 1, 0.34, 0, 543394.855260849, 56323994.55728593, 56867389.412546776
0.22 1, 0.36, 0, 544017.3578262329, 56495900.55447918, 57039917.912305415
0.22 1, 0.38, 0, 544647.9797363281, 56668534.639725566, 57213182.619461894
0.22 1, 0.4, 0, 545135.6661319733, 56773568.12706791, 57318703.79319988
0.22 1, 0.42, 0, 545783.3445072174, 56951976.05736926, 57497759.40187648
0.22 1, 0.44, 0, 546455.4393291473, 57117760.00746131, 57664215.44679046
0.22 1, 0.46, 0, 546859.8878383636, 57232217.40430017, 57779077.29213853
0.22 1, 0.48, 0, 547373.217344284, 57366517.15828426, 57913890.375628546
0.22 1, 0.5, 0, 547853.5437583923, 57510759.27160319, 58058612.81536158
0.22 1, 0.0, 1, 50741.54540896416, 0.05913831519544355, 50741.604547279356
0.22 1, 0.02, 1, 50742.21350252628, 0.055664369830965454, 50742.26916689611
0.22 1, 0.04, 1, 50741.6695356369, 0.053462769684457845, 50741.722998406585
0.22 1, 0.06, 1, 50742.158740758896, 0.05195657125738107, 50742.210697330156
0.22 1, 0.08, 1, 50741.87397956848, 0.05172221577004543, 50741.925701784254
0.22 1, 0.1, 1, 50741.50159955025, 0.05212138999059179, 50741.55372094024
0.22 1, 0.12, 1, 50741.570964455605, 0.052866863375297224, 50741.62383131898
0.22 1, 0.14, 1, 50742.57858097553, 0.05516855310719171, 50742.63374952864
0.22 1, 0.16, 1, 50742.1550899744, 0.055629570832046116, 50742.21071954523
0.22 1, 0.18, 1, 50742.1550899744, 0.059982340167462955, 50742.21507231457
0.22 1, 0.2, 1, 50741.454139351845, 0.06240119731880489, 50741.516540549164
0.22 1, 0.22, 1, 50741.70969426632, 0.06487343675481982, 50741.774567703076
0.22 1, 0.24, 1, 50742.25731194019, 0.06619618243153891, 50742.32350812262
0.22 1, 0.26, 1, 50741.468742489815, 0.0697089499722392, 50741.53845143979
0.22 1, 0.28, 1, 50741.906836628914, 0.07119652946296329, 50741.978033158375
0.22 1, 0.3, 1, 50742.027312517166, 0.07292452553576378, 50742.1002370427
0.22 1, 0.32, 1, 50742.352232337, 0.0757285332879788, 50742.427960870285
0.22 1, 0.34, 1, 50741.84477329254, 0.07723254682375824, 50741.92200583936
0.22 1, 0.36, 1, 50742.158740758896, 0.08039389559427068, 50742.23913465449
0.22 1, 0.38, 1, 50741.80826544762, 0.08221158563904296, 50741.89047703326
0.22 1, 0.4, 1, 50741.76445603371, 0.08263634197030789, 50741.847092375676
0.22 1, 0.42, 1, 50741.88128113747, 0.0860239860225751, 50741.967305123486
0.22 1, 0.44, 1, 50742.23905801773, 0.08738980400464524, 50742.32644782174
0.22 1, 0.46, 1, 50742.392390966415, 0.09094802283537351, 50742.48333898925
0.22 1, 0.48, 1, 50742.19524860382, 0.09031375647097462, 50742.28556236029
0.22 1, 0.5, 1, 50741.906836628914, 0.09196115703966645, 50741.99879778596
0.22 1, 0.0, 2, 50041.75208508968, 0.0612694320601207, 50041.81335452174
0.22 1, 0.02, 2, 50041.36875271797, 0.05736890663909011, 50041.42612162461
0.22 1, 0.04, 2, 50041.89446568489, 0.05498860191334254, 50041.949454286805
0.22 1, 0.06, 2, 50041.70097410679, 0.0530971592706605, 50041.754071266056
0.22 1, 0.08, 2, 50041.474625468254, 0.052112043742116754, 50041.526737511995
0.22 1, 0.1, 2, 50041.75208508968, 0.052260306673251544, 50041.804345396355
0.22 1, 0.12, 2, 50041.63160920143, 0.05308493778242285, 50041.684694139214
0.22 1, 0.14, 2, 50042.11351275444, 0.053849682594686143, 50042.16736243704
0.22 1, 0.16, 2, 50041.255578398705, 0.05631969529504777, 50041.311898094
0.22 1, 0.18, 2, 50041.30303859711, 0.0584032156574279, 50041.36144181276
0.22 1, 0.2, 2, 50042.412877082825, 0.060444552449728794, 50042.473321635276
0.22 1, 0.22, 2, 50041.711926460266, 0.06284685002863066, 50041.774773310295
0.22 1, 0.24, 2, 50041.726529598236, 0.06586833796931324, 50041.7923979362
0.22 1, 0.26, 2, 50041.90541803837, 0.06712566208196524, 50041.97254370045
0.22 1, 0.28, 2, 50041.49287939072, 0.06794538415608298, 50041.560824774875
0.22 1, 0.3, 2, 50041.649863123894, 0.07092814743642495, 50041.72079127133
0.22 1, 0.32, 2, 50041.8908149004, 0.07172505973604826, 50041.962539960135
0.22 1, 0.34, 2, 50041.5512919426, 0.07570554888739067, 50041.62699749148
0.22 1, 0.36, 2, 50041.67176783085, 0.07632418068521651, 50041.748092011534
0.22 1, 0.38, 2, 50042.34351217747, 0.07751661532614484, 50042.42102879279
0.22 1, 0.4, 2, 50041.620656847954, 0.07958082421352863, 50041.700237672165
0.22 1, 0.42, 2, 50041.598752141, 0.07963293695469076, 50041.678385077954
0.22 1, 0.44, 2, 50042.05510020256, 0.08165194169186618, 50042.13675214425
0.22 1, 0.46, 2, 50042.0368462801, 0.08643352935066062, 50042.12327980945
0.22 1, 0.48, 2, 50041.49653017521, 0.08718884801436055, 50041.58371902323
0.22 1, 0.5, 2, 50042.30335354805, 0.0883231649286953, 50042.39167671298
0.22 1, 0.0, 6, 50038.73288631439, 0.06297736965494594, 50038.79586368405
0.22 1, 0.02, 6, 50039.24399614334, 0.0588769480876834, 50039.30287309143
0.22 1, 0.04, 6, 50039.00304436684, 0.055652354385150704, 50039.05869672122
0.22 1, 0.06, 6, 50038.74748945236, 0.054595944712206856, 50038.802085397074
0.22 1, 0.08, 6, 50038.84606063366, 0.05336543695409435, 50038.89942607062
0.22 1, 0.1, 6, 50038.28749060631, 0.05287044996431178, 50038.340361056275
0.22 1, 0.12, 6, 50038.49193453789, 0.05449789458239118, 50038.54643243247
0.22 1, 0.14, 6, 50039.3608212471, 0.05540396779372925, 50039.416225214896
0.22 1, 0.16, 6, 50038.093999028206, 0.05757410345981595, 50038.15157313167
0.22 1, 0.18, 6, 50038.90447318554, 0.05866287846334706, 50038.963136064005
0.22 1, 0.2, 6, 50038.48098218441, 0.061370522217754964, 50038.54235270663
0.22 1, 0.22, 6, 50039.178282022476, 0.06436434195285001, 50039.24264636443
0.22 1, 0.24, 6, 50039.28780555725, 0.06492611286896044, 50039.35273167012
0.22 1, 0.26, 6, 50038.970187306404, 0.06877091088288845, 50039.03895821729
0.22 1, 0.28, 6, 50038.78764808178, 0.0703814373429279, 50038.85802951912
0.22 1, 0.3, 6, 50038.429871201515, 0.0712824495030644, 50038.50115365102
0.22 1, 0.32, 6, 50038.429871201515, 0.07331031713582203, 50038.50318151865
0.22 1, 0.34, 6, 50038.83145749569, 0.07611528914013233, 50038.90757278483
0.22 1, 0.36, 6, 50038.60875964165, 0.0774976239781302, 50038.686257265625
0.22 1, 0.38, 6, 50039.30240869522, 0.0782450870969591, 50039.38065378232
0.22 1, 0.4, 6, 50038.90082240105, 0.08188548923798344, 50038.98270789028
0.22 1, 0.42, 6, 50038.970187306404, 0.08080819395312566, 50039.05099550036
0.22 1, 0.44, 6, 50038.65621984005, 0.08381348395900368, 50038.74003332401
0.22 1, 0.46, 6, 50038.678124547005, 0.08549332662250009, 50038.76361787363
0.22 1, 0.48, 6, 50039.12717103958, 0.08655090376748509, 50039.21372194335
0.22 1, 0.5, 6, 50038.84606063366, 0.08882058612169141, 50038.93488121978
0.22 1, 0.0, 11, 50042.398273944855, 0.060711264832742806, 50042.45898520969
0.22 1, 0.02, 11, 50042.57716238499, 0.05689239386183964, 50042.63405477885
0.22 1, 0.04, 11, 50041.85065627098, 0.05425520360530356, 50041.90491147459
0.22 1, 0.06, 11, 50043.11382770538, 0.052872969818818616, 50043.1667006752
0.22 1, 0.08, 11, 50042.913034558296, 0.05240412526479499, 50042.96543868356
0.22 1, 0.1, 11, 50043.42779517174, 0.052680778011818474, 50043.48047594975
0.22 1, 0.12, 11, 50043.599382042885, 0.053161038925576776, 50043.65254308181
0.22 1, 0.14, 11, 50042.12446510792, 0.05543903623873325, 50042.179904144155
0.22 1, 0.16, 11, 50042.661130428314, 0.05746521606381361, 50042.71859564438
0.22 1, 0.18, 11, 50042.95319318771, 0.06088653841786529, 50043.014079726134
0.22 1, 0.2, 11, 50042.515099048615, 0.061168123650663486, 50042.57626717226
0.22 1, 0.22, 11, 50042.354464530945, 0.06515497163004791, 50042.41961950257
0.22 1, 0.24, 11, 50042.69398748875, 0.06747748124202957, 50042.76146496999
0.22 1, 0.26, 11, 50042.719542980194, 0.07009152528291562, 50042.789634505476
0.22 1, 0.28, 11, 50043.29636693001, 0.07256633756781794, 50043.36893326758
0.22 1, 0.3, 11, 50042.73779690266, 0.07292081065094813, 50042.810717713306
0.22 1, 0.32, 11, 50043.17224025726, 0.07409027153370085, 50043.2463305288
0.22 1, 0.34, 11, 50042.5224006176, 0.07762655259921925, 50042.6000271702
0.22 1, 0.36, 11, 50043.12843084335, 0.0801480421020252, 50043.20857888545
0.22 1, 0.38, 11, 50042.72684454918, 0.08100478385487453, 50042.80784933303
0.22 1, 0.4, 11, 50043.02255809307, 0.08390405040688298, 50043.10646214348
0.22 1, 0.42, 11, 50043.3000177145, 0.08610188777991201, 50043.38611960228
0.22 1, 0.44, 11, 50043.11017692089, 0.08800261564694578, 50043.198179536535
0.22 1, 0.46, 11, 50043.15033555031, 0.09029123577327058, 50043.24062678608
0.22 1, 0.48, 11, 50043.79652440548, 0.09297562757228961, 50043.88950003305
0.22 1, 0.5, 11, 50042.69398748875, 0.0921091352573784, 50042.786096624004
0.22 1, 0.0, 26, 49951.78945362568, 0.05860862486569696, 49951.848062250545
0.22 1, 0.02, 26, 49951.74929499626, 0.05489549936416904, 49951.804190495626
0.22 1, 0.04, 26, 49951.913580298424, 0.05288282662137089, 49951.96646312504
0.22 1, 0.06, 26, 49951.391518116, 0.051586082184642, 49951.44310419818
0.22 1, 0.08, 26, 49951.782152056694, 0.05080532459191156, 49951.83295738129
0.22 1, 0.1, 26, 49951.52294635773, 0.05194276851288471, 49951.57488912624
0.22 1, 0.12, 26, 49951.548501849174, 0.053672119994292444, 49951.60217396917
0.22 1, 0.14, 26, 49951.67262852192, 0.05473746646008648, 49951.72736598838
0.22 1, 0.16, 26, 49951.825961470604, 0.05745967090110038, 49951.8834211415
0.22 1, 0.18, 26, 49951.53024792671, 0.060441036135018944, 49951.590688962846
0.22 1, 0.2, 26, 49951.58135890961, 0.062267653880798135, 49951.64362656349
0.22 1, 0.22, 26, 49951.67262852192, 0.06589853952994762, 49951.73852706145
0.22 1, 0.24, 26, 49951.694533228874, 0.06596245660695477, 49951.760495685485
0.22 1, 0.26, 26, 49951.621517539024, 0.07055958416012131, 49951.69207712318
0.22 1, 0.28, 26, 49951.39881968498, 0.07252696783278378, 49951.47134665281
0.22 1, 0.3, 26, 49951.80405676365, 0.07621619435298876, 49951.880272958
0.22 1, 0.32, 26, 49951.85151696205, 0.07678722878783706, 49951.92830419084
0.22 1, 0.34, 26, 49951.45723223686, 0.08089328251563788, 49951.53812551938
0.22 1, 0.36, 26, 49951.46453380585, 0.08101044533886659, 49951.54554425119
0.22 1, 0.38, 26, 49951.57040655613, 0.08205883113024492, 49951.65246538726
0.22 1, 0.4, 26, 49951.80770754814, 0.08627245346880752, 49951.89398000161
0.22 1, 0.42, 26, 49951.53024792671, 0.08819500772396283, 49951.618442934436
0.22 1, 0.44, 26, 49951.90627872944, 0.08795499487983793, 49951.99423372432
0.22 1, 0.46, 26, 49951.54120028019, 0.089938610118942, 49951.631138890305
0.22 1, 0.48, 26, 49952.11802423, 0.09363477915675111, 49952.21165900916
0.22 1, 0.5, 26, 49951.42802596092, 0.09667511849538324, 49951.52470107942
0.22 1, 0.0, final, 49952.35897600651, 0.05958730028739334, 49952.4185633068
0.22 1, 0.02, final, 49952.38088071346, 0.05608090368391183, 49952.436961617146
0.22 1, 0.04, final, 49952.24215090275, 0.05369329761569508, 49952.295844200366
0.22 1, 0.06, final, 49952.23119854927, 0.05188503162394986, 49952.28308358089
0.22 1, 0.08, final, 49952.749609947205, 0.05142275647180228, 49952.801032703675
0.22 1, 0.1, final, 49952.399134635925, 0.05150362045080792, 49952.45063825638
0.22 1, 0.12, final, 49952.12897658348, 0.05329702938439129, 49952.18227361287
0.22 1, 0.14, final, 49952.31881737709, 0.05575006781508318, 49952.3745674449
0.22 1, 0.16, final, 49952.06691324711, 0.057127505692572744, 49952.1240407528
0.22 1, 0.18, final, 49952.14723050594, 0.059629344355978, 49952.2068598503
0.22 1, 0.2, final, 49951.79310441017, 0.06302526260690666, 49951.85612967278
0.22 1, 0.22, final, 49952.69484817982, 0.06551692573206502, 49952.76036510555
0.22 1, 0.24, final, 49951.99754834175, 0.06694986535254699, 49952.0644982071
0.22 1, 0.26, final, 49952.37722992897, 0.06930058020385821, 49952.44653050917
0.22 1, 0.28, final, 49952.20199227333, 0.0717836310048029, 49952.27377590434
0.22 1, 0.3, final, 49951.97929441929, 0.07459238689590364, 49952.053886806185
0.22 1, 0.32, final, 49952.16183364391, 0.07658302212574253, 49952.23841666604
0.22 1, 0.34, final, 49951.796755194664, 0.07902047480161933, 49951.87577566947
0.22 1, 0.36, final, 49952.47945189476, 0.07839257275759781, 49952.55784446752
0.22 1, 0.38, final, 49952.28596031666, 0.08502785123435141, 49952.370988167895
0.22 1, 0.4, final, 49952.52691209316, 0.08491780891519773, 49952.611829902075
0.22 1, 0.42, final, 49951.975643634796, 0.0856158040156293, 49952.061259438815
0.22 1, 0.44, final, 49952.09977030754, 0.08917948263946107, 49952.18894979018
0.22 1, 0.46, final, 49951.946437358856, 0.0897825047399895, 49952.0362198636
0.22 1, 0.48, final, 49952.413737773895, 0.09118751901992794, 49952.50492529292
0.22 1, 0.5, final, 49952.08151638508, 0.09609563790940479, 49952.177612022984
0.22 2, 0.0, 0, 818932.4700832367, 117284779.7413009, 118103712.21138413
0.22 2, 0.02, 0, 819416.4180755615, 117541224.66569686, 118360641.08377242
0.22 2, 0.04, 0, 819930.9742450714, 117802967.02286512, 118622897.99711019
0.22 2, 0.06, 0, 820373.8582134247, 118086606.44084069, 118906980.29905412
0.22 2, 0.08, 0, 820843.9040184021, 118375100.04246083, 119195943.94647923
0.22 2, 0.1, 0, 821227.3824214935, 118644072.26401268, 119465299.64643417
0.22 2, 0.12, 0, 821745.7354068756, 118955731.54349762, 119777477.2789045
0.22 2, 0.14, 0, 822299.1359233856, 119293416.33196487, 120115715.46788825
0.22 2, 0.16, 0, 822912.0004177094, 119624991.36679631, 120447903.36721402
0.22 2, 0.18, 0, 823211.8904590607, 119870298.60183544, 120693510.4922945
0.22 2, 0.2, 0, 823642.6246166229, 120150322.55564314, 120973965.18025976
0.22 2, 0.22, 0, 824240.4770851135, 120511488.695633, 121335729.17271811
0.22 2, 0.24, 0, 824674.482345581, 120811814.04404512, 121636488.5263907
0.22 2, 0.26, 0, 825456.2175273895, 121306924.65037838, 122132380.86790577
0.22 2, 0.28, 0, 825860.4907989502, 121538425.43573274, 122364285.92653169
0.22 2, 0.3, 0, 826288.012266159, 121781905.75345312, 122608193.76571928
0.22 2, 0.32, 0, 826884.3460083008, 122123481.43424205, 122950365.78025036
0.22 2, 0.34, 0, 827315.6642913818, 122440914.05970602, 123268229.7239974
0.22 2, 0.36, 0, 827843.6553478241, 122792275.43111162, 123620119.08645944
0.22 2, 0.38, 0, 828341.3887023926, 123070184.1104709, 123898525.4991733
0.22 2, 0.4, 0, 828904.777765274, 123465443.04025432, 124294347.8180196
0.22 2, 0.42, 0, 829446.4373588562, 123813369.1464276, 124642815.58378646
0.22 2, 0.44, 0, 829721.9693660736, 124003972.37392047, 124833694.34328654
0.22 2, 0.46, 0, 830378.8769245148, 124424203.14774317, 125254582.02466768
0.22 2, 0.48, 0, 830737.646818161, 124612849.6767457, 125443587.32356386
0.22 2, 0.5, 0, 830981.1103343964, 124786879.51259789, 125617860.62293229
0.22 2, 0.0, 1, 50719.52387690544, 0.017691192195583905, 50719.54156809764
0.22 2, 0.02, 1, 50719.37054395676, 0.016978041706985247, 50719.38752199846
0.22 2, 0.04, 1, 50719.50562298298, 0.016622617218716718, 50719.5222456002
